00001, -11.2
00001, -3.6 
00001, -6.7 
00001, 2.4  
00002, -16.9
00001, -7.6 
00001, -13.4
00001, -5.1 
00001, -36.2
00001, 33.9 
00001, -12.0
00001, -16.5
00001, -16.5
00001, 2.3  
00001, 5.0  
00001, -1.1 
00001, 10.2 
00001, 13.3 
00001, 8.5  
00001, 12.9 
00002, -18.3
00002, -20.5
00002, -19.1
00003, -13.8
00002, -23.8
00002, -24.1
00004, -17.6
00002, 2.3  
00003, -18.1
00004, -15.0
00002, -19.5
00003, -16.4
00003, -12.1
00002, -17.4
00003, -15.1
00002, -8.6 
00002, -4.0 
00002, -4.3 
00002, 16.6 
00003, -17.4
00005, -18.2
00001, -2.2 
00001, 38.4 
00001, 3.4  
00001, 36.1 
00001, 2.3  
00001, 38.6 
00001, 37.1 
00001, 34.0 
00001, 37.4 
00001, 37.5 
00002, 34.8 
00001, 15.4 
00001, 19.6 
00002, 36.5 
00002, 37.3 
00002, 34.1 
00002, 35.7 
00003, -15.0
00003, -13.7
00002, 34.9 
00002, 37.5 
00002, 38.4 
00003, -15.2
00002, 34.2 
00002, 37.1 
00002, 36.6 
00003, 6.2  
00003, -15.0
00002, 35.5 
00003, 36.1 
00004, 34.9 
00004, 33.8 
00003, 37.9 
00003, 35.1 
00004, 33.7 
00003, 37.6 
00003, 35.1 
00003, 36.4 
00004, 35.2 
00005, 33.8 
00003, 35.7 
00004, 38.3 
00005, 36.2 
00004, 35.4 
00005, 38.3 
00004, 36.0 
00004, 17.5 
00004, 37.6 
00004, 36.4 
00006, -10.7
00005, -15.0
00005, 34.5 
00004, 37.3 
00004, 34.9 
00006, 36.6 
00005, 35.1 
00005, 36.5 
00006, 36.6 
00005, 36.4 
00007, 33.8 
00005, 35.2 
00006, 35.3 
00006, 35.7 
00005, 34.5 
00005, 35.3 
00005, 35.5 
00007, 34.6 
00006, 3.9  
00008, -15.0
00007, -3.3 
00006, 36.0 
00008, 35.8 
00007, 35.0 
00006, 36.7 
00006, 33.8 
00007, -15.0
00006, 37.9 
00006, 34.2 
00007, 36.6 
00008, 35.9 
00007, 34.0 
00006, 33.8 
